Genes,BB9,BB10,BB17,BB19,BB20,BB21,BB11,BB12,BB18
pgpB,6.227029,6.360838,6.599243,6.457988,6.684244,6.227029,5.881714,5.527289,5.687033
pheA,7.054045,6.990013,7.521247,7.234999,7.260995,6.683275,6.447513,5.722876,6.202163
pheP,6.405414,6.537979,6.461856,6.387828,6.044525,6.613988,6.291088,6.280956,6.477726
phnC,6.04553,5.92246,5.858155,5.781124,5.779785,6.090134,6.14129,6.581532,6.572829
phnD,6.344385,6.229396,5.669254,5.837388,5.738633,6.183983,6.31969,6.825099,6.690836
phnF,5.839305,5.757157,5.742464,5.452826,5.525286,5.637871,5.59159,6.463018,6.572602
phnG,5.651741,5.864062,5.199476,5.65581,5.329482,6.260214,5.702381,6.344509,6.328172
phnH,5.739092,6.023322,5.743919,5.527289,5.346319,5.989253,5.545567,6.414541,6.590946
phnI,5.80555,5.701909,5.526883,5.301222,5.768237,5.742734,5.696077,6.4948,6.276292
phnJ,5.983313,5.62,5.83653,5.119605,5.520454,6.024652,5.980094,6.308503,6.132618
phnK,5.916071,5.883719,5.837413,5.520422,5.579059,5.998602,6.194264,6.517717,6.400862
phnL,6.139879,5.93225,5.512511,6.049892,6.260477,6.13196,6.112471,6.635725,6.464472
phnM,5.682938,5.789442,5.829291,5.545165,5.697301,5.918124,5.577096,6.41207,6.6266
phnN,6.099842,5.73471,5.760248,5.869896,6.056453,6.038348,5.61674,6.507462,6.216765
phnO,6.274355,6.243441,6.401682,7.113575,6.591111,6.809183,6.519762,6.569263,6.636233
phnP,6.022101,6.079655,5.502299,6.197944,6.244887,6.413137,6.333137,6.448554,6.572602
phoA,6.495919,6.682798,6.798141,6.411375,6.529946,6.559232,6.683093,6.549469,6.837577
phoB,6.041681,6.121513,5.867007,5.867402,5.808694,6.246351,6.244716,6.359873,6.396279
phoE,5.919364,5.809492,5.590782,5.880196,6.017543,6.181301,6.31725,6.412544,6.175425
phoH,5.823265,5.83875,5.478487,6.679297,6.907576,6.317702,6.18545,5.762508,5.792647
phoP,7.488491,7.621546,8.14015,8.579655,8.724923,8.042803,7.758483,6.375491,7.306043
phoQ,5.983837,5.863443,6.012189,5.862228,6.007083,5.548652,5.462281,5.512353,5.480782
phoR,6.079399,6.124349,6.270791,5.974346,6.222708,6.265756,6.133481,6.391149,6.331902
phoU,6.578954,6.521616,6.29129,6.226181,5.955197,6.115658,6.714603,6.690962,6.583835
php,5.9665,5.865226,5.930075,5.594638,5.802684,6.06953,6.100347,6.669934,6.580417
pinE,5.372917,4.825938,5.048454,4.083469,4.100978,5.133235,5.018545,5.587545,4.893848
pinQ,6.339814,6.29153,6.174626,6.111073,6.592741,6.618077,6.386914,6.568215,6.392283
pinR,4.929223,4.92856,5.525286,6.460431,5.663743,5.933903,5.095418,4.891516,5.150763
pitA,8.934284,8.978573,9.61381,8.87508,8.872441,8.131677,8.29687,7.600916,8.345667
pitB,6.238901,6.367528,5.827158,5.448075,5.433193,6.095608,6.315131,6.813153,6.816421
pldA,8.878692,9.009244,9.681528,8.930601,8.68278,7.903665,8.02545,7.091689,7.740044
pldB,8.67416,8.908056,9.609149,9.357171,9.167418,8.513897,8.364774,7.244126,8.312361
pliG,6.527008,6.595325,7.079645,7.222592,6.998478,6.894442,6.423965,5.549454,5.460284
plsX,8.054876,8.19981,8.62975,7.92344,8.060745,7.026712,6.89793,5.920817,6.744646
plsY,6.82431,6.925418,7.180973,6.979065,6.953405,6.62695,6.712788,6.83094,6.929744
pmbA,7.366121,7.680957,8.266346,8.491063,8.425778,7.860274,7.595146,6.889011,7.529563
pmrD,8.150666,8.30736,9.154109,8.425711,8.323951,7.987616,8.766486,6.842313,7.293508
pncA,6.041243,6.025893,6.317376,6.236875,6.324901,5.897047,5.694574,5.663857,6.099379
pncB,6.262997,6.410765,7.086391,6.32968,6.372674,6.251681,5.757397,5.643423,5.969634
